Date,Open_Close_Shift,Subjectivity
2019-01-02,0.5300721225094681,0.36565744770245595
2019-01-03,0.11395751687798451,0.38056985820304984
2019-01-04,0.5905035402601679,0.4359537484576886
2019-01-07,0.20201416104067182,0.29299071640500834
2019-01-08,0.37122344804874036,0.43682769820214534
2019-01-09,0.4428783138481805,0.3307313607424854
2019-01-10,0.38071990778857234,0.3116392112112126
2019-01-11,0.21755310390251936,0.20986733911710623
2019-01-14,0.1951075251111477,0.41494952823527026
2019-01-15,0.5102163675284044,0.3479575385196953
2019-01-16,0.42906504198913226,0.44715680208746633
2019-01-17,0.4117991108183764,0.33300898807642376
2019-01-18,0.2097849497777046,0.03342933687473967
2019-01-22,0.0,0.48924351943228517
2019-01-23,0.24863362423843238,0.4422629183704603
2019-01-24,0.14676239091058785,0.5961010547505896
2019-01-25,0.4653238926395521,0.5225699169947504
2019-01-28,0.3125190186069488,0.27035242904497325
2019-01-29,0.13294911905153958,0.19259195953477798
2019-01-30,0.44115132553927217,0.35803086672544593
2019-01-31,0.29697875843899224,0.25671985939414266
2019-02-01,0.23050354026016795,0.3583733859352982
2019-02-04,0.6,0.3012267086406372
2019-02-05,0.38244557879137164,0.5417782697933289
2019-02-06,0.23309468137658487,0.6
2019-02-07,0.14244689609748065,0.26811799905353273
2019-02-08,0.39107920302980403,0.08078546163993687
2019-02-11,0.1286323069323234,0.17044674943510554
2019-02-12,0.33669026840111965,0.41952916717505095
2019-02-13,0.16402832208134363,0.2712191482290195
2019-02-14,0.3625898238103079,0.22517496725060457
2019-02-15,0.196834513420056,0.26749791256893646
2019-02-19,0.3738119545529392,0.2972547848096605
2019-02-20,0.3410070805203359,0.4521160126757237
2019-02-21,0.20460398485097972,0.0
2019-02-22,0.3884893792194961,0.4132938299466629
2019-02-25,0.2745318623415116,0.3443852440303363
2019-02-26,0.32201416104067176,0.24190977302028274
2019-02-27,0.4117977935122674,0.010596469047087297
